"","","Channel","Watch time (mins)","Stream time (mins)","Peak viewers","Average viewers","Followers","Followers gained","Partnered","Mature","Language",""
"2927","https://static-cdn.jtvnw.net/jtv_user_pictures/c1f7b255-4c15-48b8-b619-21482645025e-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","BarminMM","539190","6495","176","83","12047","3188","false","false","Russian","BarminMM"
"2928","https://static-cdn.jtvnw.net/jtv_user_pictures/f8f1a6ea-cdf3-459e-ab97-143f2c28b725-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Un33D","19980705","12555","8724","1591","71557","3187","true","false","French","Un33D"
"2929","https://static-cdn.jtvnw.net/jtv_user_pictures/e851cf04-8b75-4eb7-862a-1225fad3507c-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","DieHahn","29929860","13830","3535","2164","223255","3187","true","false","German","DieHahn"
"2930","https://static-cdn.jtvnw.net/jtv_user_pictures/cb408d7a-da07-40bd-abb1-0933076b9313-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","SuperPepinilloRick","200880","5070","195","39","4180","3187","false","false","Spanish","SuperPepinilloRick"
"2931","https://static-cdn.jtvnw.net/jtv_user_pictures/bc7cea45-4218-4ecc-b8aa-ecdb9208cbd3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","destinyfomo","494865","2460","390","201","48874","3185","true","true","English","destinyfomo"
"2932","https://static-cdn.jtvnw.net/jtv_user_pictures/74ed4c2c-04b5-491a-bc5c-be536b2804ad-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Somnus","5357835","7920","10197","676","25698","3184","true","false","English","Somnus"
"2933","https://static-cdn.jtvnw.net/jtv_user_pictures/9f34e96b-f24f-4320-9d3e-9c48e7984d7c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","intoheeki","91575","150","5469","610","28709","3183","false","false","English","intoheeki"
"2934","https://static-cdn.jtvnw.net/jtv_user_pictures/3b621986-c552-4957-8c87-0513b3b8d116-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Apexifly","720","585","5","1","3439","3182","false","true","English","Apexifly"
"2935","https://static-cdn.jtvnw.net/jtv_user_pictures/e157358c-070d-444e-9bd4-4d58c7ab01a9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","mamaogra","507135","5250","402","96","21764","3181","true","false","Russian","mamaogra"
"2936","https://static-cdn.jtvnw.net/jtv_user_pictures/f5679504-5105-4e32-ba4a-2604e694e413-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","nicolas99fc","1218540","1140","1981","1068","74782","3179","true","false","Spanish","nicolas99fc"
"2937","https://static-cdn.jtvnw.net/jtv_user_pictures/7d366d08-175a-44ba-b9bb-38fb2bf113cc-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ImJoelll","163710","7425","61","22","6100","3179","false","false","English","ImJoelll"
"2938","https://static-cdn.jtvnw.net/jtv_user_pictures/eb1adb1d-028b-4734-8bc7-0d8f3677be8f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","花芽すみれ (kagasumire)","2280810","1020","4902","2236","142461","3177","false","false","Japanese","花芽すみれ (kagasumire)"
"2939","https://static-cdn.jtvnw.net/jtv_user_pictures/64fb567d-0a79-4a1a-855b-63a667f38da2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Faiar","7433355","2205","5727","3371","98256","3177","true","true","Romanian","Faiar"
"2940","https://static-cdn.jtvnw.net/jtv_user_pictures/c2c34e68-2238-4950-b0bc-57f061a59b9a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","trendov1ch","1336230","4935","391","270","135213","3176","false","false","Russian","trendov1ch"
"2941","https://static-cdn.jtvnw.net/jtv_user_pictures/eb712b78-c432-4493-9930-16100e25d210-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","TactiX","2448225","5610","1366","436","23377","3175","true","false","German","TactiX"
"2942","https://static-cdn.jtvnw.net/jtv_user_pictures/27b90dee-a5c1-4f04-aaba-52ca8f68f224-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","robcdee","43258770","13980","5963","3094","264502","3173","true","false","English","robcdee"
"2943","https://static-cdn.jtvnw.net/jtv_user_pictures/66d1ed24-ddb5-4840-8211-aa0012e11596-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","jayzwinterfell","112980","1350","407","83","7551","3172","false","false","Thai","jayzwinterfell"
"2944","https://static-cdn.jtvnw.net/jtv_user_pictures/529bb450-3970-4d61-9e75-9a88d6d1d133-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","axeddybt","993360","7710","1354","128","12341","3172","false","false","Portuguese","axeddybt"
"2945","https://static-cdn.jtvnw.net/jtv_user_pictures/9cb58844-34c4-4891-a133-e2168fb62337-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Limmy","16003935","5595","3755","2860","435682","3171","true","true","English","Limmy"
"2946","https://static-cdn.jtvnw.net/jtv_user_pictures/507b80ce-f6d5-4987-bee1-b25c9b74be03-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","FwazRT","1227240","1170","2295","1048","70128","3170","true","false","Arabic","FwazRT"
"2947","https://static-cdn.jtvnw.net/jtv_user_pictures/77578535-0cbf-4cc9-ac67-3e983b6d15e1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Lapi","13787160","12030","9215","1146","195788","3170","true","false","French","Lapi"
"2948","https://static-cdn.jtvnw.net/jtv_user_pictures/d194c30b-28c1-4c3e-b6d8-033dce58109e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","MariYumm_","585420","2595","806","225","7667","3170","false","true","French","MariYumm_"
"2949","https://static-cdn.jtvnw.net/jtv_user_pictures/d9454887-3efb-424a-9e8b-2a23809e68ef-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","DerSmoKeYY","112125","7365","71","15","4264","3169","false","false","German","DerSmoKeYY"
"2950","https://static-cdn.jtvnw.net/jtv_user_pictures/724ce742-facb-4c5f-a99e-99ab1451709d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","해까닥여울이 (yeo_ul)","7123800","19350","900","368","48741","3169","true","false","Korean","해까닥여울이 (yeo_ul)"
"2951","https://static-cdn.jtvnw.net/jtv_user_pictures/65b64751-28a9-4875-8584-f4ef312e8e84-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Bullet","9081840","18915","1095","480","49824","3168","true","false","English","Bullet"
"2952","https://static-cdn.jtvnw.net/jtv_user_pictures/1332bdaf-b3da-4a22-bcba-72aa139317f5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","imviolet_","5964720","7050","4360","846","620581","3168","true","false","Italian","imviolet_"
"2953","https://static-cdn.jtvnw.net/jtv_user_pictures/77b1f756-607e-4190-944e-9e434062acb4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","laribasgal","4436205","12660","1351","350","94403","3168","true","true","Portuguese","laribasgal"
"2954","https://static-cdn.jtvnw.net/jtv_user_pictures/a675ecdb-5940-4d74-b67d-ab3dfddfb8b7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","foxplushy","1215780","2520","955","482","108779","3167","true","false","English","foxplushy"
"2955","https://static-cdn.jtvnw.net/jtv_user_pictures/6709d95f-3cbc-4f2b-920f-3b408be0dc96-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","貝莉莓41 (beryl_lulu)","7883295","2970","6294","2654","359053","3166","true","false","Chinese","貝莉莓41 (beryl_lulu)"
"2956","https://static-cdn.jtvnw.net/jtv_user_pictures/96d99801-65fc-4c6e-a136-a3146ee1a8b9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Yalan21","1015245","3075","594","330","51127","3166","true","false","Spanish","Yalan21"
"2957","https://static-cdn.jtvnw.net/jtv_user_pictures/963c00ea-6d6a-4e37-bb24-2b418492059f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","NatyMoon","5636910","4020","2471","1402","124431","3162","true","false","Spanish","NatyMoon"
"2958","https://static-cdn.jtvnw.net/jtv_user_pictures/48877039-9e72-422d-a363-73de8005e6b1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","zabdiel1344","618555","555","3075","1114","10597","3162","false","true","Spanish","zabdiel1344"
"2959","https://static-cdn.jtvnw.net/jtv_user_pictures/14dc3bed-b5a6-4df6-8179-dbfa79bba24e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Spicy_FR","639075","12075","125","52","38053","3161","true","true","French","Spicy_FR"
"2960","https://static-cdn.jtvnw.net/jtv_user_pictures/050ef140-da00-4f86-8ce7-f6ffcb5ee8fa-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","AkzOnTop","15600","1815","26","8","3455","3161","false","false","English","AkzOnTop"
"2961","https://static-cdn.jtvnw.net/jtv_user_pictures/d6591577-ba51-4dc3-aa06-b8f7db92b0b9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","아재재영 (dlwodud3279)","487170","6255","651","77","4767","3160","false","false","Korean","아재재영 (dlwodud3279)"
"2962","https://static-cdn.jtvnw.net/jtv_user_pictures/ee1cd48c-4df8-49a4-b6f4-fe993ebee573-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","rampique","70080","6765","115","10","3187","3159","false","false","Russian","rampique"
"2963","https://static-cdn.jtvnw.net/jtv_user_pictures/5e4d069a-8a8b-477a-869a-75b2b488d719-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","7jesu","4997205","11520","1055","433","19416","3159","false","false","Russian","7jesu"
"2964","https://static-cdn.jtvnw.net/jtv_user_pictures/39cdf80a-eec1-45ce-82c5-29869325da83-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","sotibllec","2565030","2250","3259","1140","46579","3158","false","false","Portuguese","sotibllec"
"2965","https://static-cdn.jtvnw.net/jtv_user_pictures/09af8f39-a47e-4d7c-b0b9-6f9ce0ddcbd0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ThijiHiguri","2608470","7005","736","372","40961","3157","true","false","English","ThijiHiguri"
"2966","https://static-cdn.jtvnw.net/jtv_user_pictures/a06a4909-b290-4e91-8685-a9690e451d0b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","larry","396660","1140","680","347","53128","3154","true","false","English","larry"
"2967","https://static-cdn.jtvnw.net/jtv_user_pictures/f3608a23-83b6-4bc0-b131-44844959e3d1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Maghla","5503275","1905","5384","2888","689823","3154","true","false","French","Maghla"
"2968","https://static-cdn.jtvnw.net/jtv_user_pictures/b0556b93-5b70-4865-b25e-b862a725987d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","LuisaOdonto","621945","6150","276","101","43133","3152","false","false","Portuguese","LuisaOdonto"
"2969","https://static-cdn.jtvnw.net/jtv_user_pictures/ca3b22d1-622f-4df3-9402-f66b8538beeb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","m_karinson","1242675","8010","717","155","6079","3152","false","false","Thai","m_karinson"
"2970","https://static-cdn.jtvnw.net/jtv_user_pictures/f01f6b59-6813-4002-9ce2-7200e436210c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ScummN","9831615","19755","2397","497","121363","3151","true","false","English","ScummN"
"2971","https://static-cdn.jtvnw.net/jtv_user_pictures/21ba4322-281d-41e0-92bd-0e6a572e0c89-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","SiRex_1307","12360","375","92","32","3362","3149","false","false","Russian","SiRex_1307"
"2972","https://static-cdn.jtvnw.net/jtv_user_pictures/c70194ff-884e-4b35-9848-5fa3bcbd49e5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","brtt","4393950","1455","8437","3019","910638","3148","true","false","Portuguese","brtt"
"2973","https://static-cdn.jtvnw.net/jtv_user_pictures/4403ced1-ff5a-48fc-94c8-3f1de9afe96d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","XenaAtalante","397335","2370","323","167","11414","3147","true","false","Turkish","XenaAtalante"
"2974","https://static-cdn.jtvnw.net/jtv_user_pictures/8324e206-62fb-4d2f-8bba-e4919364491e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ELOJOBHIGH","6389025","43035","462","148","13755","3146","false","true","Portuguese","ELOJOBHIGH"
"2975","https://static-cdn.jtvnw.net/jtv_user_pictures/fc2c8005-b067-4a78-a156-874d5a4880bb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Sn1pesOne","19620","4125","29","4","3480","3145","false","true","German","Sn1pesOne"
"2976","https://static-cdn.jtvnw.net/jtv_user_pictures/184969a4-04e2-488b-b4ec-cc0394864aa7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Jenna_Zimmerman","1233345","7890","341","156","35687","3145","true","true","English","Jenna_Zimmerman"
"2977","https://static-cdn.jtvnw.net/jtv_user_pictures/3e35adb1-dbef-44d2-9b9f-af57d0fe56b8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","남궁혁_ (namgung_hyuk_)","1156155","3225","1222","358","9371","3145","false","false","Korean","남궁혁_ (namgung_hyuk_)"
"2978","https://static-cdn.jtvnw.net/jtv_user_pictures/b1a9f40b-d0d6-4f37-9736-9eef36d9ae88-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","F4NATIC69","967605","22020","175","43","3154","3143","false","true","English","F4NATIC69"
"2979","https://static-cdn.jtvnw.net/jtv_user_pictures/49231a40-1da6-49ba-b709-afaebe49d6e1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","永久師範代しんすけ (sinsuke111)","1173660","3300","959","355","3270","3142","false","false","Japanese","永久師範代しんすけ (sinsuke111)"
"2980","https://static-cdn.jtvnw.net/jtv_user_pictures/d783b444-9821-4477-ade5-9c98fdb1cf76-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","KenoN__","2448510","6375","1451","384","27572","3140","true","false","Polish","KenoN__"
"2981","https://static-cdn.jtvnw.net/jtv_user_pictures/finalfantasyxiv-profile_image-6db9d8169073ed04-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","finalfantasyxiv","10917285","1410","17772","7742","293082","3140","true","false","Japanese","finalfantasyxiv"
"2982","https://static-cdn.jtvnw.net/jtv_user_pictures/c63b7e39-b766-4f4d-ad40-244c6f84bb14-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","FairyPeak","7009725","4290","4375","1633","241736","3139","true","false","French","FairyPeak"
"2983","https://static-cdn.jtvnw.net/jtv_user_pictures/9c848a33-2a9f-4e2f-80c2-737c4e4a7bcd-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","GiovhyTV","436905","5565","291","78","22732","3138","false","false","Italian","GiovhyTV"
"2984","https://static-cdn.jtvnw.net/jtv_user_pictures/79ffa20c-2433-430f-a40f-4b9ce3cb3263-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","NizarPK","307080","4635","213","66","58072","3137","true","false","English","NizarPK"
"2985","https://static-cdn.jtvnw.net/jtv_user_pictures/20fdf6ca-c7c3-4994-ae8e-02ae91b167f1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Ebybz","2558265","16410","1035","155","88127","3137","true","false","Spanish","Ebybz"
"2986","https://static-cdn.jtvnw.net/jtv_user_pictures/288be066-a7f5-4bc4-88eb-4a172bb707ac-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Shubble","3363015","3075","2112","1093","439510","3136","true","false","English","Shubble"
"2987","https://static-cdn.jtvnw.net/jtv_user_pictures/04a72afa-cc48-4592-8d03-79dc2838c7f7-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","5mheart","641055","12810","334","50","18878","3134","true","true","English","5mheart"
"2988","https://static-cdn.jtvnw.net/jtv_user_pictures/64fcc95d-0318-45a6-ae58-d37b235a322e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Tatiana_TV","1859850","11175","833","166","23850","3134","true","false","French","Tatiana_TV"
"2989","https://static-cdn.jtvnw.net/jtv_user_pictures/d8e99a8d-8843-4c92-9d72-49b534712918-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Misstrixtin","891900","840","1754","1061","124708","3134","true","true","English","Misstrixtin"
"2990","https://static-cdn.jtvnw.net/jtv_user_pictures/941c6cae-0f0b-4a0f-8e78-2ce83e9a47e7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Dante_Will","2102865","5580","1045","376","54246","3134","true","false","Portuguese","Dante_Will"
"2991","https://static-cdn.jtvnw.net/jtv_user_pictures/f707f44f-e992-4e89-87c3-43f2d47fc0f7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Maddynf","4086870","6270","19431","651","147262","3132","true","false","English","Maddynf"
"2992","https://static-cdn.jtvnw.net/jtv_user_pictures/52ef2b01-9d13-4dee-93ad-4e0ac1124671-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","xN0rth","8448675","19200","2123","440","92817","3130","true","false","Polish","xN0rth"
"2993","https://static-cdn.jtvnw.net/jtv_user_pictures/1962e4d2-376e-4014-81ab-eb1604f091b7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","osman123lol","830730","4245","608","195","6355","3130","false","false","Turkish","osman123lol"
"2994","https://static-cdn.jtvnw.net/jtv_user_pictures/75bd0a9d-9c01-48ea-82e9-733bcb09d537-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","impimpimp","635970","3855","801","164","23174","3130","true","true","German","impimpimp"
"2995","https://static-cdn.jtvnw.net/jtv_user_pictures/8fe55ac0-3b94-4ad5-b912-4c8009bda3f8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","joaozin","3200685","14085","1243","227","55496","3130","true","false","Portuguese","joaozin"
"2996","https://static-cdn.jtvnw.net/jtv_user_pictures/cfad12ce-0c3f-43b3-b3bb-84a38628a349-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","AzunyanOzge","2380980","1725","4510","1380","176041","3129","true","false","Turkish","AzunyanOzge"
"2997","https://static-cdn.jtvnw.net/jtv_user_pictures/56835c1a-681d-4177-8015-3e3a98aae0c4-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","rprx","3633570","4890","3883","743","237635","3128","true","true","English","rprx"
"2998","https://static-cdn.jtvnw.net/jtv_user_pictures/6316a3a7-4c01-477d-bb44-178935723cad-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","BigEx","9762300","4830","5110","2021","385445","3128","true","false","English","BigEx"
"2999","https://static-cdn.jtvnw.net/jtv_user_pictures/6fc33ac0-83a5-4ad5-92f9-ab2ef6f2cf63-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","DerEineKoka","653895","3540","482","184","9776","3128","false","true","German","DerEineKoka"
"3000","https://static-cdn.jtvnw.net/jtv_user_pictures/720749d9-2fb5-400e-b5d8-b0a542c5fc47-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Methodz","5995785","7215","6520","831","153431","3127","true","false","English","Methodz"
