"","","Channel","Watch time (mins)","Stream time (mins)","Peak viewers","Average viewers","Followers","Followers gained","Partnered","Mature","Language",""
"58","https://static-cdn.jtvnw.net/jtv_user_pictures/49f60476-5c39-493e-a961-304390d80629-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","paradeev1ch","56101050","3435","60310","16332","1164273","52202","true","true","Russian","paradeev1ch"
"59","https://static-cdn.jtvnw.net/jtv_user_pictures/36211bcd-9a48-474e-bc5c-59fdb71d2391-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","zubarefff","28551240","5490","11613","5200","487877","51518","true","false","Russian","zubarefff"
"60","https://static-cdn.jtvnw.net/jtv_user_pictures/eb3db010-50f2-40a5-90c3-c52731a341ec-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","meduska","46053435","16335","10805","2819","77294","50632","true","false","Polish","meduska"
"61","https://static-cdn.jtvnw.net/jtv_user_pictures/3114b8ed-cade-4141-928d-f47c49f53861-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","TheGrefg","76734675","6885","83511","11145","10208826","50248","true","false","Spanish","TheGrefg"
"62","https://static-cdn.jtvnw.net/jtv_user_pictures/f8bb9c67-375d-478f-8853-ae669e8563b6-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","ElRichMC","20586270","6645","18399","3098","1254039","49850","true","false","Spanish","ElRichMC"
"63","https://static-cdn.jtvnw.net/jtv_user_pictures/688a6429-24da-42cf-9b10-44894012de37-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","PGL_DOTA2EN2","223423245","7125","95710","31357","136083","48464","true","false","English","PGL_DOTA2EN2"
"64","https://static-cdn.jtvnw.net/jtv_user_pictures/8350b608-46e2-4b84-a6d6-53c1184acaed-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","davooxeneize","55848450","6720","31998","8310","347719","48031","true","false","Spanish","davooxeneize"
"65","https://static-cdn.jtvnw.net/jtv_user_pictures/1ca90bf0-bb5e-4875-9b68-33daf4e93f12-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","polispol1","38093265","10065","15214","3784","928333","47877","true","false","Spanish","polispol1"
"66","https://static-cdn.jtvnw.net/jtv_user_pictures/07580fe8-4509-4cbd-84b6-31732234e98c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","iiTzTimmy","95261160","11940","22810","7978","2453270","47825","true","false","English","iiTzTimmy"
"67","https://static-cdn.jtvnw.net/jtv_user_pictures/15cec952-c1ba-4ff8-a79c-53c2fa5bd269-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","alanzoka","147233820","8715","30643","16894","5950138","47702","true","false","Portuguese","alanzoka"
"68","https://static-cdn.jtvnw.net/jtv_user_pictures/57766518-1142-46e6-8c25-c4ba14345331-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","Arontmas","70230","2385","253","29","92340","47503","false","false","English","Arontmas"
"69","https://static-cdn.jtvnw.net/jtv_user_pictures/4e1c48fc-010a-47e9-8097-6b474d846064-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","AgenteMaxo","15478740","5415","23460","2858","1090892","46920","true","false","Spanish","AgenteMaxo"
"70","https://static-cdn.jtvnw.net/jtv_user_pictures/c3a2d34f-a063-45f1-b857-c33788527c83-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","NickEh30","40359090","8760","24095","4607","4135917","46897","true","false","English","NickEh30"
"71","https://static-cdn.jtvnw.net/jtv_user_pictures/3a4c876e-1c4b-46ba-bf77-91e282202879-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","39daph","57506265","10185","11718","5646","1138740","45522","true","false","English","39daph"
"72","https://static-cdn.jtvnw.net/jtv_user_pictures/9fc6da44-aadd-4c82-8b00-7034b53131db-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","biyin_","48514395","3615","36058","13420","2922060","45339","true","false","Spanish","biyin_"
"73","https://static-cdn.jtvnw.net/jtv_user_pictures/3c81a5e4-3e7d-4b1e-8b3c-9ac5ca2098a8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","xirenaa","18733830","7890","5648","2374","219321","45221","true","false","English","xirenaa"
"74","https://static-cdn.jtvnw.net/jtv_user_pictures/cc071258-cf71-4fde-8d3d-d82e13f3652e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","PrimeGaming","147180","2010","548","73","135240","44713","true","false","English","PrimeGaming"
"75","https://static-cdn.jtvnw.net/jtv_user_pictures/a_seagull-profile_image-4d2d235688c7dc66-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","A_Seagull","103408695","6870","72611","15052","1073477","44112","true","true","English","A_Seagull"
"76","https://static-cdn.jtvnw.net/jtv_user_pictures/2944bdb8-bbd5-4cfc-9aa6-429a2d0b6789-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","LLA","257103465","5130","99932","50117","561613","44065","true","false","Spanish","LLA"
"77","https://static-cdn.jtvnw.net/jtv_user_pictures/f931e2e7-a968-48d3-91cb-4b7d2ed1f80a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","koreshzy","43007655","2730","54491","15753","1111187","43726","true","true","Russian","koreshzy"
